FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1DateStart,Season1DateEnd,Season1Time 1,Season1Time 2,Season1Time 3,Season1Time 4,Season1Time 5,Season1Time 6,Season1Time 7,Season1Time 8,Season2DateStart,Season2DateEnd,Season2Time 1,Season2Time 2,Season2Time 3,Season2Time 4,Season2Time 5,Season2Time 6,Season2Time 7,Season2Time 8,Season3DateStart,Season3DateEnd,Season3Time 1,Season3Time 2,Season3Time 3,Season4DateStart,Season4DateEnd,Season4Time 1,Season4Time 2,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1018969,Coastal Growers Farmers Market,https://www.coastalmarket.org,https://www.facebook.com/CoastalGrowers/,,,https://www.instagram.com/coastalgrowers/,650 Ten Rod Rd.,North Kingstown,Washington,Rhode Island,02852,2017-04-11T00:00:00Z,2018-05-05T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.485463,41.572691,,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,2020-03-02T11:12:22Z
1019821,Coastal Growers Market,http://www.coastalmarket.org/,https://www.facebook.com/CoastalGrowers,https://twitter.com/https://twitter.com/CoastalMarketRI,,https://www.instagram.com/coastalgrowers/,2325 Boston Neck Rd,Saunderstown,Washington,Rhode Island,02874,2021-01-05T00:00:00Z,2020-07-11T00:00:00Z,Sat: 8:30 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.423632,41.512000,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,2020-03-04T11:54:23Z
1020135,Coastside Farmers' Market - Half Moon Bay,http://www.coastsidefarmersmarkets.org,https://www.facebook.com/Coastside-Farmers-Market-in-Half-Moon-Bay-135241926498880,,,#coastsidefarmersmarkets,225 Cabrillo Highway,Half Moon Bay,San Mateo,California,94019,2020-01-04T00:00:00Z,2021-07-12T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.437378,37.46677,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,2021-08-08T04:04:27Z
1020137,"Coastside Farmers' Market - Rockaway Beach, Pacifica",http://www.coastsidefarmersmarkets.org,https://www.facebook.com/Coastside-Farmers-Market-in-Half-Moon-Bay-135241926498880,,,#coastsidefarmersmarkets,450 Old County Road,Pacifica,San Mateo,California,94044,2020-01-04T00:00:00Z,2021-11-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.495081,37.609415,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,2021-08-08T04:17:05Z
1021232,College Place Farmers & Artisan Market,http://www.cpwa.us/residents/events/farmers_and_artisans_market.php,https://www.facebook.com/CP.Farmers.Market,,,,801 SE Larch Avenue,College Place,Walla Walla,Washington,99324,2022-04-05T00:00:00Z,2022-04-05T00:00:00Z,Thu: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.377845,46.041708,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,2021-05-01T02:22:38Z
1001290,Collinsville Farmers Market,http://www.collinsvillefarmersmarket.org,https://www.facebook.com/collinsvillefarmersmarket1,https://twitter.com/CollinsvilleFM,,,Main St. and Route 179,Collinsville,Hartford,Connecticut,06019,2021-06-06T00:00:00Z,2021-06-06T00:00:00Z,Sun: 10:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.923264,41.810819,,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,2023-02-01T10:47:25Z
1000210,Colorado Farm and Art Market,http://www.farmandartmarket.com,https://www.facebook.com/farmandartmarket,https://twitter.com/https://twitter.com/cofarmartmarket,,,7350 Pine Creek Road,Colorado Springs,El Paso,Colorado,80919,2021-01-06T00:00:00Z,2021-05-10T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.8146880,38.9377160,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,2020-03-08T01:44:04Z
1009656,Colorado Farm and Art Market,http://www.farmandartmarket.com,https://www.facebook.com/farmandartmarket,https://twitter.com/https://twitter.com/cofarmartmarket,,,215 S. Tejon,Colorado Springs,El Paso,Colorado,80903,2020-10-06T00:00:00Z,2020-07-10T00:00:00Z,Wed: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.822309,38.830543,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,N,2020-03-08T01:43:08Z
1018196,Columbia Farmers Fresh Market,http://columbiafarmersfreshmarket.com/,https://www.facebook.com/Columbia-Farmers-Fresh-Market,,,,5th Street & Riverside Drive,Columbia,Maury,Tennessee,38401,,,Tue: 7:00 AM-12:00 PM,Thu: 7:00 AM-12:00 PM,Sat: 7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,-87.0304808,35.6187845,,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,2021-04-01T03:59:24Z
1019790,Columbia Farmers Market,http://columbiafarmersmarket.org,https://www.facebook.com/ColumbiaFarmersMarket,https://twitter.com/https://twitter.com/comofarmers,,https://www.instagram.com/columbiafarmersmarket/,1769 West Ash Street,Columbia,Boone,Missouri,65203,2021-03-04T00:00:00Z,2021-03-04T00:00:00Z,Sat: 8:00 AM-12:00 PM,,,,,,,,2021-06-11T00:00:00Z,2021-06-11T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,,2021-01-06T00:00:00Z,2021-01-06T00:00:00Z,Tue: 10:00 AM-1:00 PM,Thu: 3:00 AM-6:00 PM,,,,,,-92.364624,38.958293,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,2022-01-01T05:36:51Z
1010758,Columbia Farmory and Mountain People Organics,http://MountainPeopleOrganics.com,https://www.facebook.com/ColumbiaFarmory,,,,10800 Airport Road,Columbia,Tuolumne,California,95310,2018-01-01T00:00:00Z,2020-07-12T00:00:00Z,Wed: 11:00 AM-5:00 PM,Sat: 11:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,-120.4100110,38.0293950,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,2020-02-07T04:00:01Z
1019483,Columbus Farmers Market,,Columbus Farmers Market,,,,14 st and 26 Ave,Columbus,Platte,Nebraska,68601,2019-04-05T00:00:00Z,2021-02-10T00:00:00Z,Sat: 7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.360360,41.430012,,Y,Y,Y,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,2021-01-04T11:40:40Z
1019199,Columbus KS Farmers Market,,Facebook: columbus ks farmers' market,,,Instagram: thecolumbusksproject,202 N. East Avenue,Columbus,Cherokee,Kansas,66725,2022-08-05T00:00:00Z,2022-08-05T00:00:00Z,Thu: 4:00 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.831459,37.171861,,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,2023-01-01T10:43:32Z
1020124,Colusa Certified Farmers Market,https://www.colusacertifiedfarmersmarket.com,https://www.facebook@colusacertifiedfarmersmarket,,,,10th Street Memorial Park,Colusa,Colusa,California,95932,2020-04-06T00:00:00Z,2021-12-09T00:00:00Z,Thu: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.014038,39.214999,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,2021-08-08T11:37:54Z
1011003,Colwell's Farmers Market,,https://www.facebook.com/colwellmarket,,,,9079 HWY377,Collinsville,Cooke,Texas,76240,2018-01-01T00:00:00Z,2020-07-12T00:00:00Z,Mon: 9:00 AM-5:30 PM,Tue: 9:00 AM-5:30 PM,Wed: 9:00 AM-5:30 PM,Thu: 9:00 AM-5:30 PM,Fri: 9:00 AM-5:30 PM,Sat: 9:00 AM-5:30 PM,Sun: 10:00 AM-4:00 PM,,2018-01-01T00:00:00Z,2020-07-12T00:00:00Z,Mon: 9:00 AM-5:30 PM,Tue: 9:00 AM-5:30 PM,Wed: 9:00 AM-5:30 PM,Thu: 9:00 AM-5:30 PM,Fri: 9:00 AM-6:00 PM,Sat: 9:00 AM-5:30 PM,Sun: 10:00 AM-5:00 PM,,,,,,,,,,,-96.9110998,33.5491175,,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2020-03-07T10:41:19Z
1021541,Come Thru Market,https://www.comethrupdx.org/,https://www.facebook.com/comethrupdx,,,Instagram: @comethrupdx,831 SE Salmon St,Portland,Multnomah,Oregon,97214,2021-03-05T00:00:00Z,2021-03-05T00:00:00Z,Mon: 1:00 PM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.657252,45.514708,,Y,Y,N,N,Y,-,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2022-12-06T09:04:15Z
1019592,Como Farmer's Market,http://comofarmark@aol.com,fb.me/comofarmersmarket@facebook.com,,,,Main Street,Como,Panola,Mississippi,38619,2019-01-06T00:00:00Z,2021-07-10T00:00:00Z,Thu: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.939947,34.513561,,Y,N,N,N,N,-,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2020-08-06T07:48:33Z
1019042,Connecticut's Old State House Farmers Market,https://www.cga.ct.gov/osh/farmersmkt.asp,facebook.com/ctoldstatehouse,https://twitter.com/twitter.com/ctoldstatehouse,,instagram.com/ctoldstatehouse,800 Main Street,Hartford,Hartford,Connecticut,06103,2018-12-06T00:00:00Z,2020-06-10T00:00:00Z,Tue: 10:00 AM-2:00 PM,Fri: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,-72.672892,41.766118,,Y,N,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2018-06-04T10:41:29Z
1012030,Conway Farmers Market,http://waccamawmarkets.org/,https://www.facebook.com/WaccamawMarketCooperative/,,,,1029 2nd Ave,Conway,Horry,South Carolina,29526,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.044831,33.833331,,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,2023-03-01T03:35:45Z
1021396,Conway Farmers Market,,https://www.facebook.com/ConwayFarmersMktAntioch,,,,150 Amity Rd.,Conway,Faulkner,Arkansas,72032,2022-12-04T00:00:00Z,2022-12-04T00:00:00Z,Sat: 7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.412570,35.077695,,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,2022-04-03T10:03:50Z
1006766,Coos Bay Farmers Market,https://coosbaydowntown.org/farmers-market/,https://www.facebook.com/CoosBayFarmersMarket,,,https://www.instagram.com/coosbayfarmersmarket/,"320 Central Ave., Suite 410",Coos Bay,Coos,Oregon,97420,2018-02-05T00:00:00Z,2020-07-10T00:00:00Z,Wed: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-124.215299,43.367982,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,2020-02-07T04:50:38Z
1018190,Coralville Farmers' Market,http://www.coralville.org/farmersmarket,www.facebook.com/coralvillefarmersmarket,https://twitter.com/www.twitter.com/CvilleParksRec,,www.instagram.com/coralvilleparksrec,1513 7th St,Coralville,Johnson,Iowa,52241,2019-06-05T00:00:00Z,2019-07-10T00:00:00Z,Mon: 5:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.584155,41.678726,,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2019-02-01T01:09:12Z
1012666,Corpus Christi Downtown Farmers' Market,http://www.ccdowntownfm.com,https://www.facebook.com/CorpusChristiDowntownFarmersMarket/,https://twitter.com/https://twitter.com/ccdowntownfm,https://www.youtube.com/channel/UCYbRpp3vuRs5xLsbrB1ospA,https://www.instagram.com/ccdowntownfm/,100 N Shoreline Blvd,Corpus Christi,Nueces,Texas,78401,2019-01-01T00:00:00Z,2021-07-12T00:00:00Z,Wed: 5:00 PM-8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.392206,27.791601,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,2020-06-12T08:04:56Z
1008959,Cortez Farmers Market,http://www.cortezfarmmarket.com,https://www.facebook.com/groups/265957719169/admins/?order=default,,,,Main and Elm Streets,Cortez,Montezuma,Colorado,81321,2018-02-06T00:00:00Z,2020-03-10T00:00:00Z,Sat: 7:30 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.587634,37.348444,,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,2020-04-09T11:07:53Z
1018629,Cotati Community Farmers Market,http://www.ilovefarmersmarkets.org,https://www.facebook.com/CotatiFarmersMarket/,,,Instagram communitymarkets,Old Redwood Hwy and W Sierra,cotati,Sonoma,California,94931,2020-03-06T00:00:00Z,,Wed: 4:30 PM-7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.707298,38.326544,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,2020-06-08T10:23:09Z
1010975,Cottage House Youth Market,,,,,,47 Doster Road,Ariton,Barbour,Alabama,36311,2019-05-01T00:00:00Z,2020-09-12T00:00:00Z,Sat: 8:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.674054,31.647050,,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2020-02-07T05:02:06Z
1004382,Cottin's Hardware Farmers Market,http://www.cottinshardware.com/farmersmarket/,https://www.facebook.com/pages/Cottins-Hardware-Farmers-Market/130797680335852,https://twitter.com/cottins,,Instagram @cottinshardware,1832 Massachusetts Street,Lawrence,Douglas,Kansas,66044,2020-01-01T00:00:00Z,2020-01-01T00:00:00Z,Thu: 4:00 PM-6:00 PM,,,,,,,,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,Thu: 4:00 PM-6:00 PM,,,,,,,,,,,,,,,,,-95.235146,38.950747,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,2021-05-01T04:23:14Z
1018221,Cotton Mill Farmers Market,http://www.cottonmillfarmersmarket.org,https://www.facebook.com/cottonmillfarmersmarket/?ref=settings,,,,609 Dixie Street,Carrollton,Carroll,Georgia,30117,2020-01-01T00:00:00Z,2022-07-12T00:00:00Z,Sat: 8:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.072740,33.571347,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,2020-03-08T05:39:28Z
1000368,Country Lane Farmers Market,http://www.countrylanemarket.com/farmers-market,,,,,1642 16th St,Barron,Barron,Wisconsin,54812,2020-08-06T00:00:00Z,2019-03-10T00:00:00Z,Thu: 2:00 PM-8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.828516,45.443768,,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,2019-10-12T12:39:57Z
1019530,Countryside Farmers' Market at Highland Square,http://cvcountryside.org,https://www.facebook.com/countrysidefoodandfarms/,https://twitter.com/https://twitter.com/countrysideohio,,https://www.instagram.com/countrysidefoodandfarms/,1175 W Exchange St,Akron,Summit,Ohio,44302,2019-06-06T00:00:00Z,2021-05-08T00:00:00Z,Thu: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.553272,41.098698,,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2020-05-05T09:02:26Z
1019529,Countryside Farmers' Market at Howe Meadow,http://cvcountryside.org,https://www.facebook.com/countrysidefoodandfarms,https://twitter.com/https://twitter.com/countrysideohio,,https://www.instagram.com/countrysidefoodandfarms/,4040 Riverview Rd.,Peninsula,Summit,Ohio,44264,2020-08-04T00:00:00Z,2021-02-10T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.583614,41.189312,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,2020-05-05T08:58:30Z
1019531,Countryside Public Market,http://cvcountryside.org,https://www.facebook.com/countrysidefoodandfarms/,https://twitter.com/https://twitter.com/countrysideohio,,https://www.instagram.com/countrysidefoodandfarms/,21 Furnace Street,Akron,Summit,Ohio,44308,2019-01-01T00:00:00Z,2021-07-12T00:00:00Z,Sun: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.515871,41.088850,,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,2020-05-05T09:06:47Z
1019258,Countryside Winter Farmers' Market,http://cvcountryside.org,https://www.facebook.com/countrysidefoodandfarms/,https://twitter.com/https://twitter.com/countrysideohio,,,2315 Ira Rd.,Akron,Summit,Ohio,44333,2018-03-11T00:00:00Z,2019-06-04T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.589922,41.192676,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,2019-06-09T02:03:36Z
1019325,Coventry Farmers' Market (formerly Coventry Regional Farmers' Market),http://www.coventryfarmersmarket.org,www.facebook.com/coventryfarmersmarket,https://twitter.com/coventryfarmmkt,,www.instsgram.com/coventryfarmersmarket,2299 South St.,Coventry,Tolland,Connecticut,06238,2019-02-06T00:00:00Z,2021-03-10T00:00:00Z,Sun: 11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.345186,41.764283,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,2018-06-12T03:52:01Z
1019296,Covington Farmers Market,https://www.rcov.org/covfarmersmarket/,https://www.facebook.com/covingtonfarmersmarket/,,,https://www.instagram.com/covingtonfarmersmarket/,3rd and Greenup Street,Covington,Kenton,Kentucky,41011,2018-05-05T00:00:00Z,2020-03-10T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,2018-03-11T00:00:00Z,,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,-84.508855,39.088659,,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,2018-01-10T11:50:54Z
1012552,Cowtown Farmers Market,http://www.cowtownmarket.com,@cowtownfarmersmkt,,,,3821 SOUTHWEST BLVD,Fort Worth,Tarrant,Texas,,2016-01-01T00:00:00Z,2018-07-12T00:00:00Z,Sat: 8:00 AM-12:00 PM,,,,,,,,2016-01-06T00:00:00Z,2018-04-09T00:00:00Z,Wed: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,-97.442048,32.716447,,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,2020-04-07T08:32:48Z
1009993,Cozad Grand Generation Center,,https://www.facebook.com/pages/Cozad-Haymaker-Grand-Generation-Center/581875038530338,,,,410 W 9th St.,Cozad,Dawson,Nebraska,69130,2022-11-06T00:00:00Z,2022-11-06T00:00:00Z,Wed: 4:30 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.9901154,40.8606228,,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,2023-03-01T09:22:36Z
1019130,Craft Market,,,,,,"Decks Reserve Carpark, Wallace Street, Mouteka",Wellington,Park,Wyoming,70105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109.58853,44.5205554,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2018-11-06T04:01:28Z
1021330,Crawfordsville Farmers Market,https://www.crawfordsville.net/topic/index.php?topicid=160&structureid=13,https://www.facebook.com/crawfordsvillefarmersmarket,,,https://www.instagram.com/crawfordsvilleinfarmersmarket/,100 W Pike St.,Crawfordsville,Montgomery,Indiana,47933,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.903732,40.040652,,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,2023-06-01T08:12:45Z
1021331,Crawfordsville Winter Market,https://www.crawfordsville.net/topic/index.php?topicid=160&structureid=13,https://www.facebook.com/crawfordsvillefarmersmarket,,,https://www.instagram.com/crawfordsvilleinfarmersmarket/,400 Parke Avenue,Crawfordsville,Montgomery,Indiana,47933,2023-03-11T00:00:00Z,2023-03-11T00:00:00Z,Sat: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.896007,40.046040,,Y,N,N,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,2023-06-01T08:32:17Z
1021227,Crenshaw Farmers' Market,https://seela.org/markets-crenshaw/,,,,https://www.instagram.com/crenshawfm/,3650 W Martin Luther King Jr Blvd,Los Angeles,Los Angeles,California,90008,2020-01-01T00:00:00Z,2022-07-12T00:00:00Z,Sat: 10:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.335422,34.008706,,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,2021-09-09T04:54:14Z
1019260,Crescent City Farmers Market,http://www.crescentcityfarmersmarket.org/,https://www.facebook.com/CrescentCityFarmersMarket/,https://twitter.com/https://twitter.com/ccfmtweets,,https://www.instagram.com/crescentcityfarmersmkt/,200 Broadway Street,New Orleans,Orleans,Louisiana,70118,2018-01-01T00:00:00Z,2020-07-12T00:00:00Z,Tue: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.133127,29.932171,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,2019-07-09T11:32:51Z
1019261,Crescent City Farmers Market,http://www.crescentcityfarmersmarket.org/,https://www.facebook.com/CrescentCityFarmersMarket/,https://twitter.com/https://twitter.com/ccfmtweets,,https://www.instagram.com/crescentcityfarmersmkt/,1235 N. Peters,New Orleans,Orleans,Louisiana,70116,2019-05-10T00:00:00Z,2019-10-07T00:00:00Z,Wed: 1:00 PM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.058904,29.960279,,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2019-07-09T11:41:19Z
